Company Name,Country,Sales,Profit,Assets
Union Bank of India,India,11280000000.0,922900000.0,150490000000.0
Newmont Mining,United States,11640000000.0,-537000000.0,38370000000.0
Paramount,United States,30090000000.0,-447000000.0,56560000000.0
Geely Automobile Holdings,Hong Kong,21840000000.0,750300000.0,22700000000.0
Guosen Securities,China,4260000000.0,1570000000.0,58850000000.0
Wipro,India,11260000000.0,1410000000.0,14310000000.0
Lonza Group,Switzerland,6520000000.0,1270000000.0,18980000000.0
China National Chemical,China,24100000000.0,809300000.0,29020000000.0
Tractor Supply,United States,14480000000.0,1080000000.0,8850000000.0
Gemdale,China,17180000000.0,873500000.0,61490000000.0
Adidas,Germany,23380000000.0,93600000.0,21380000000.0
Sunshine Insurance Group,China,19480000000.0,718300000.0,69250000000.0
Ryanair Holdings,Ireland,10620000000.0,1440000000.0,16820000000.0
GF Securities,China,5490000000.0,1420000000.0,86790000000.0
Reliance Steel,United States,16500000000.0,1700000000.0,10200000000.0
SM Investments,Philippines,9620000000.0,798600000.0,26920000000.0
Delta Electronics,Taiwan,12980000000.0,1100000000.0,14010000000.0
KKR,United States,5290000000.0,-841100000.0,277080000000.0
FirstEnergy,United States,12700000000.0,410000000.0,46480000000.0
CNPC Capital,China,5500000000.0,785500000.0,146280000000.0
SCB X Public Company,Thailand,5540000000.0,1550000000.0,97240000000.0
GD Power Development,China,27540000000.0,398700000.0,61570000000.0
Kansai Electric Power,Japan,29160000000.0,130500000.0,65930000000.0
ON Semiconductor Corp.,United States,8340000000.0,1830000000.0,12270000000.0
Siam Cement,Thailand,15470000000.0,823500000.0,27010000000.0
Legend Holding,China,71900000000.0,190500000.0,97970000000.0
China Cinda Asset Management,China,9260000000.0,953900000.0,232460000000.0
Shanghai International Port,China,4660000000.0,2230000000.0,26790000000.0
China Taiping Insurance,Hong Kong,38920000000.0,357100000.0,178480000000.0
Cintas,United States,8610000000.0,1290000000.0,8470000000.0
Conagra Brands,United States,12210000000.0,805000000.0,22450000000.0
Arrow Electronics,United States,36790000000.0,1340000000.0,20280000000.0
Fortum,Finland,91170000000.0,-2540000000.0,25230000000.0
JSW Steel,India,21100000000.0,472400000.0,24150000000.0
Mitsubishi Chemical,Japan,34080000000.0,547900000.0,44450000000.0
Jiangxi Copper,China,71330000000.0,899200000.0,24070000000.0
Philips,Netherlands,18740000000.0,-1690000000.0,33049999999.0
Stanley Black & Decker,United States,16430000000.0,722900000.0,25070000000.0
MTN Group,South Africa,12640000000.0,1180000000.0,23030000000.0
Tokyo Electric Power,Japan,57550000000.0,-912300000.0,101910000000.0
Mapfre,Spain,26350000000.0,639800000.0,57000000000.0
Bancolombia,Colombia,7850000000.0,1590000000.0,72760000000.0
Dubai Islamic Bank,United Arab Emirates,4170000000.0,1410000000.0,79510000000.0
Agnico Eagle Mines,Canada,5920000000.0,2410000000.0,29650000000.0
AntarChile,Chile,30780000000.0,906500000.0,29400000000.0
Amcor,United Kingdom,14930000000.0,977000000.0,17280000000.0
PBF Energy,United States,46980000000.0,3280000000.0,13140000000.0
BDO Unibank,Philippines,4690000000.0,1120000000.0,75170000000.0
Chipotle Mexican Grill,United States,8980000000.0,1030000000.0,7050000000.0
TCL Zhonghuan Renewable Energy Technology,China,10360000000.0,1130000000.0,18070000000.0
Expeditors International,United States,15000000000.0,1240000000.0,5330000000.0
China Three Gorges Renewables (Group),China,3600000000.0,1020000000.0,39430000000.0
Shanghai Construction,China,43400000000.0,584400000.0,48920000000.0
Alinma Bank,Saudi Arabia,2890000000.0,997000000.0,56940000000.0
WH Group,Hong Kong,28140000000.0,1370000000.0,19860000000.0
Stora Enso,Finland,12070000000.0,1510000000.0,22040000000.0
Mazda Motor,Japan,27780000000.0,1180000000.0,24150000000.0
Marathon Oil,United States,7350000000.0,2730000000.0,19940000000.0
Link REIT,Hong Kong,1530000000.0,1870000000.0,30410000000.0
Coles Group,Australia,27610000000.0,791700000.0,13200000000.0
Avis Budget Group,United States,12120000000.0,2550000000.0,27390000000.0
Unipol Gruppo,Italy,15220000000.0,717800000.0,78740000000.0
Astellas Pharma,Japan,11210000000.0,728400000.0,18460000000.0
Flex,United States,29720000000.0,819000000.0,20890000000.0
Fidelity National Financial,United States,10900000000.0,680000000.0,69650000000.0
KT,South Korea,19850000000.0,977100000.0,32409999999.0
3i Group,United Kingdom,871000000.0,4560000000.0,17370000000.0
Penske Automotive,United States,28180000000.0,1310000000.0,14400000000.0
Intuitive Surgical,United States,6430000000.0,1310000000.0,13050000000.0
New York Community Bancorp,United States,3030000000.0,2500000000.0,123750000000.0
Sumitomo Realty,Japan,7030000000.0,1190000000.0,45160000000.0
Chunghwa Telecom,Taiwan,7220000000.0,1220000000.0,17020000000.0
Eletrobrás,Brazil,6790000000.0,705000000.0,51180000000.0
Sumitomo Metal Mining,Japan,10740000000.0,2009999999.0,20310000000.0
Weyerhaeuser,United States,8950000000.0,1260000000.0,16579999999.0
Bank Negara Indonesia,Indonesia,5020000000.0,1230000000.0,66150000000.0
CP All,Thailand,23640000000.0,356200000.0,26680000000.0
Ulta Beauty,United States,10210000000.0,1240000000.0,6000000000.0
Asahi Kasei,Japan,20350000000.0,663500000.0,28030000000.0
International Flavors & Fragrances,United States,12440000000.0,-1840000000.0,35410000000.0
Techtronic Industries,Hong Kong,13250000000.0,1080000000.0,13320000000.0
Global Payments,United States,9110000000.0,-144300000.0,48640000000.0
Suncorp Group,Australia,10140000000.0,591300000.0,74720000000.0
Brookfield Renewable,United States,3780000000.0,1500000000.0,43290000000.0
Grupa PZU,Poland,9310000000.0,756000000.0,95070000000.0
CF Industries Holdings,United States,10330000000.0,3020000000.0,13400000000.0
Kirin Holdings,Japan,15130000000.0,844000000.0,19270000000.0
Legrand,France,8860000000.0,1110000000.0,16059999999.0
NVR,United States,10140000000.0,1640000000.0,6080000000.0
CMS Energy,United States,8510000000.0,688000000.0,31390000000.0
Baxter International,United States,15050000000.0,-2460000000.0,28290000000.0
Rockwell Automation,United States,8350000000.0,1320000000.0,11470000000.0
Rolls-Royce Holdings,United Kingdom,16649999999.0,-1380000000.0,35420000000.0
China Merchants Securities,China,4930000000.0,1470000000.0,89790000000.0
Credicorp,Peru,5880000000.0,1210000000.0,62080000000.0
ENN Natural Gas,China,22230000000.0,954900000.0,20270000000.0
Universal Music Group,Netherlands,10870000000.0,821900000.0,12540000000.0
US Steel,United States,20290000000.0,1840000000.0,19540000000.0
MercadoLibre,Uruguay,11330000000.0,618000000.0,14200000000.0
International Airlines,United Kingdom,24280000000.0,474400000.0,41950000000.0
Markel,United States,12720000000.0,307900000.0,40200000000.0
Ovintiv,United States,14340000000.0,3640000000.0,15060000000.0
ENN Energy Holdings,China,16410000000.0,874300000.0,14720000000.0
Mizrahi Tefahot Bank,Israel,4850000000.0,1330000000.0,121380000000.0
Monster Beverage,United States,6490000000.0,1290000000.0,8840000000.0
Carnival Corporation,United States,14980000000.0,-4890000000.0,51980000000.0
Meritz Financial Group,South Korea,10700000000.0,807000000.0,72870000000.0
Hormel Foods,United States,12380000000.0,978100000.0,13280000000.0
China Mengniu Dairy,Hong Kong,13790000000.0,800800000.0,16950000000.0
OTP Bank,Hungary,7000000000.0,998200000.0,78780000000.0
China International Capital,China,2480000000.0,1050000000.0,93330000000.0
Kone,Finland,11460000000.0,862000000.0,9120000000.0
Mega Financial Holding,Taiwan,3300000000.0,615000000.0,132130000000.0
Sany Heavy Industry,China,11390000000.0,611700000.0,23160000000.0
CGI,Canada,10330000000.0,1160000000.0,11900000000.0
Lincoln National,United States,18710000000.0,-2230000000.0,317960000000.0
Bank Of Chengdu,China,5700000000.0,1520000000.0,143360000000.0
Nidec,Japan,16550000000.0,332100000.0,21580000000.0
Fosun International,China,26040000000.0,106600000.0,118410000000.0
J.B. Hunt Transport Services,United States,14550000000.0,923800000.0,7790000000.0
Guangzhou Automobile Group,China,16300000000.0,1210000000.0,27390000000.0
NASDAQ,United States,6220000000.0,1140000000.0,20770000000.0
Yang Ming Marine Transport,Taiwan,12610000000.0,6060000000.0,16530000000.0
CarMax,United States,29680000000.0,484800000.0,26550000000.0
Gerdau (Cosigua),Brazil,15700000000.0,2270000000.0,14940000000.0
Formosa Plastics,Taiwan,8439999999.0,1210000000.0,16629999999.0
TCL,China,24040000000.0,-239200000.0,55210000000.0
Waste Connections,Canada,7470000000.0,851700000.0,17230000000.0
Bayan Resources,Indonesia,4720000000.0,2180000000.0,3940000000.0
Jeronimo Martins,Portugal,27740000000.0,666600000.0,12640000000.0
Chubu Electric Power,Japan,29420000000.0,282100000.0,48500000000.0
Agilent Technologies,United States,6930000000.0,1320000000.0,10920000000.0
Restaurant Brands International,Canada,6640000000.0,1010000000.0,22530000000.0
South32,Australia,8900000000.0,2290000000.0,15780000000.0
Brenntag,Germany,20420000000.0,932000000.0,12300000000.0
Banque Saudi Fransi,Saudi Arabia,2810000000.0,952100000.0,61760000000.0
Taiwan Cooperative Financial,Taiwan,2530000000.0,679200000.0,145630000000.0
Wens Foodstuff Group,China,12980000000.0,919400000.0,14190000000.0
Leonardo,Italy,15460000000.0,974300000.0,30500000000.0
SMC,Japan,6180000000.0,1730000000.0,14390000000.0
Lufax Holding,China,8690000000.0,1350000000.0,50240000000.0
T&D Holdings,Japan,18830000000.0,-1580000000.0,129169999999.0
Anta Sports Products,China,7970000000.0,1130000000.0,9950000000.0
Moody's,United States,5420000000.0,1380000000.0,14720000000.0
Vestas Wind Systems,Denmark,15220000000.0,-1650000000.0,21440000000.0
American Water Works,United States,3890000000.0,832000000.0,28290000000.0
Zhongsheng Group Holdings,China,26710000000.0,992800000.0,13190000000.0
LKQ,United States,12790000000.0,1150000000.0,12510000000.0
Db Insurance,South Korea,13680000000.0,760800000.0,50040000000.0
Haitong Securities,China,5660000000.0,989800000.0,108410000000.0
Lululemon Athletica,Canada,8109999999.0,854800000.0,5610000000.0
JA Solar Technology,China,11790000000.0,1070000000.0,10780000000.0
AIB Group,Ireland,3620000000.0,737800000.0,138480000000.0
Yamaha Motor,Japan,17090000000.0,1330000000.0,16550000000.0
BPER Banca,Italy,5330000000.0,1520000000.0,162540000000.0
Sumitomo Chemical,Japan,22690000000.0,675000000.0,34490000000.0
CLP Holdings,Hong Kong,12860000000.0,118000000.0,30240000000.0
Yum! Brands,United States,6940000000.0,1230000000.0,5750000000.0
Qatar Islamic Bank,Qatar,1900000000.0,1110000000.0,48960000000.0
Marfrig Global Foods,Brazil,25290000000.0,804500000.0,25780000000.0
First Financial Holding,Taiwan,3500000000.0,690800000.0,135259999999.0
Rakuten,Japan,14660000000.0,-2830000000.0,154890000000.0
Shaanxi Construction Engineering Group,China,27850000000.0,530799999.0,44560000000.0
Chow Tai Fook Jewellery,Hong Kong,12950000000.0,826800000.0,11600000000.0
eBay,United States,9660000000.0,639000000.0,20000000000.0
HAL Trust,Netherlands,10550000000.0,679800000.0,28510000000.0
BorgWarner,United States,16110000000.0,961000000.0,17120000000.0
JDE Peet's,Netherlands,8570000000.0,810300000.0,24490000000.0
AES,United States,12620000000.0,-546000000.0,38360000000.0
H&M - Hennes & Mauritz,Sweden,22230000000.0,377300000.0,17210000000.0
Itaúsa,Brazil,1640000000.0,2650000000.0,18300000000.0
Edwards Lifesciences,United States,5500000000.0,1490000000.0,8650000000.0
Luzhou Lao Jiao,China,3300000000.0,1630000000.0,8490000000.0
Mediobanca,Italy,3540000000.0,984000000.0,100040000000.0
Shenzhen Mindray Bio-Medical Electronics,China,4580000000.0,1470000000.0,7070000000.0
Alcon,Switzerland,8720000000.0,331600000.0,29210000000.0
Swire Pacific,Hong Kong,11640000000.0,464700000.0,55700000000.0
Macy's,United States,25300000000.0,1180000000.0,18080000000.0
Akbank,Turkey,7390000000.0,1360000000.0,57440000000.0
Alexandria Real Estate Equities,United States,2670000000.0,737800000.0,36910000000.0
Wuchan Zhongda Group,China,85380000000.0,560900000.0,26090000000.0
Bangkok Bank,Thailand,5740000000.0,915700000.0,130460000000.0
E-mart,South Korea,22700000000.0,784500000.0,26260000000.0
SDIC Power Holdings,China,7540000000.0,679000000.0,38060000000.0
China Southern Airlines,China,12920000000.0,-4810000000.0,44920000000.0
Constellation Brands,United States,9450000000.0,-71000000.0,24660000000.0
Singapore Airlines,Singapore,9630000000.0,584600000.0,35890000000.0
C.H. Robinson,United States,22490000000.0,785100000.0,5600000000.0
Vonovia,Germany,6880000000.0,-2720000000.0,106190000000.0
Dassault Systemes,France,6010000000.0,959400000.0,15590000000.0
Franklin Resources,United States,7830000000.0,812500000.0,29090000000.0
Randstad N.V.,Netherlands,28560000000.0,908900000.0,11820000000.0
Grupo Inbursa,Mexico,4000000000.0,1100000000.0,31100000000.0
Textron,United States,12890000000.0,859000000.0,16390000000.0
China Reinsurance Group,China,24970000000.0,286500000.0,71190000000.0
Nongfu Spring,China,4940000000.0,1270000000.0,5650000000.0
Bharat Petroleum,India,58400000000.0,-246300000.0,24190000000.0
Royal Caribbean Group,United States,10670000000.0,-1040000000.0,32869999999.0
Evonik Industries,Germany,19430000000.0,568600000.0,24760000000.0
Voestalpine,Austria,18510000000.0,1480000000.0,17500000000.0
iA Financial Corporation,Canada,11970000000.0,646800000.0,62630000000.0
S-Oil,South Korea,32250000000.0,1140000000.0,15570000000.0
Arista Networks,United States,4860000000.0,1520000000.0,7540000000.0
Southwestern Energy,United States,14180000000.0,6460000000.0,12940000000.0
Lithia Motors,United States,28500000000.0,1140000000.0,16420000000.0
Electronic Arts,United States,7220000000.0,1040000000.0,13470000000.0
Formosa Petrochemical,Taiwan,27860000000.0,171000000.0,13660000000.0
Adani Enterprises,India,17040000000.0,307700000.0,17220000000.0
Beiersdorf,Germany,9250000000.0,793500000.0,13290000000.0
Ternium,Luxembourg,15400000000.0,1340000000.0,17890000000.0
Financiere de l'Odet,France,21730000000.0,-1570000000.0,57640000000.0
Fastenal,United States,7140000000.0,1110000000.0,4580000000.0
Old Dominion Freight Line,United States,6210000000.0,1360000000.0,4960000000.0
J Sainsbury,United Kingdom,38160000000.0,250800000.0,31670000000.0
Goodman Group,Australia,1430000000.0,1740000000.0,15740000000.0
Cemex,Mexico,15930000000.0,581300000.0,27490000000.0
Nippon Paint,Japan,9950000000.0,632100000.0,18510000000.0
Hexagon,Sweden,5500000000.0,1110000000.0,18090000000.0
PKO Bank Polski,Poland,6120000000.0,747300000.0,98190000000.0
Fanuc,Japan,6290000000.0,1260000000.0,14080000000.0
Bank of Changsha,China,6180000000.0,1020000000.0,138890000000.0
Interpublic Group,United States,10880000000.0,904600000.0,16660000000.0
Flutter Entertainment,Ireland,9480000000.0,-372000000.0,24640000000.0
Helvetia Holding,Switzerland,10870000000.0,602100000.0,67180000000.0
Paychex,United States,4920000000.0,1500000000.0,10600000000.0
Commercial Bank For Investment & Development Of Vietnam,Vietnam,6040000000.0,779600000.0,89950000000.0
TransDigm Group,United States,5630000000.0,853000000.0,18490000000.0
Uni-President,Taiwan,17600000000.0,575900000.0,17940000000.0
Darden Restaurants,United States,10320000000.0,948500000.0,10070000000.0
Electric Power Development,Japan,13510000000.0,1070000000.0,26300000000.0
Antofagasta,United Kingdom,5900000000.0,1580000000.0,18240000000.0
Shanxi Xinghuacun Fen Wine Factory,China,3410000000.0,1340000000.0,5870000000.0
Quanta Services,United States,17540000000.0,501600000.0,14040000000.0
Trina Solar,China,13240000000.0,715400000.0,15700000000.0
China Resources Pharmaceutical Group,Hong Kong,32450000000.0,529600000.0,30910000000.0
Abu Dhabi Islamic Bank,United Arab Emirates,2220000000.0,1020000000.0,46880000000.0
AvalonBay Communities,United States,2700000000.0,1020000000.0,20180000000.0
Dover,United States,8539999999.0,1070000000.0,10800000000.0
Greentown China Holdings,China,19070000000.0,388500000.0,76970000000.0
All Nippon Airways,Japan,12600000000.0,660300000.0,25300000000.0
Coupang,United States,20580000000.0,-92000000.0,9510000000.0
Csc Financial,China,4680000000.0,988300000.0,76420000000.0
Eurobank Ergasias,Greece,4110000000.0,1400000000.0,86940000000.0
Centrica,United Kingdom,29240000000.0,-963300000.0,34930000000.0
First Quantum Minerals,Canada,7020000000.0,712600000.0,24500000000.0
Ball,United States,15040000000.0,450000000.0,20110000000.0
Givaudan,Switzerland,7450000000.0,896300000.0,12440000000.0
Ametek,United States,6290000000.0,1190000000.0,12620000000.0
IndusInd Bank,India,5540000000.0,926200000.0,55710000000.0
Adyen,Netherlands,9390000000.0,592900000.0,8270000000.0
Snam,Italy,3670000000.0,705200000.0,34650000000.0
Jacobs Solutions,United States,15310000000.0,645700000.0,14920000000.0
E.Sun Financial,Taiwan,1340000000.0,575000000.0,113210000000.0
Aviva,United Kingdom,-25510000000.0,-1450000000.0,363590000000.0
Teva Pharmaceutical,Israel,14940000000.0,-2350000000.0,44010000000.0
BAIC Motor,China,28210000000.0,624900000.0,24940000000.0
China Tourism Group Duty Free,China,8320000000.0,701500000.0,11620000000.0
APA,United States,10410000000.0,2029999999.0,13210000000.0
DiDi Global,China,20910000000.0,-3530000000.0,18880000000.0
Krung Thai Bank,Thailand,4650000000.0,991300000.0,104370000000.0
China Development Financial,Taiwan,9290000000.0,548900000.0,115080000000.0
Comerica,United States,4120000000.0,1280000000.0,91130000000.0
Dassault Aviation,France,7300000000.0,752700000.0,24050000000.0
Live Nation Entertainment,United States,18010000000.0,176500000.0,18870000000.0
Industries Qatar,Qatar,5160000000.0,2420000000.0,12360000000.0
West Japan Railway,Japan,10300000000.0,653300000.0,28070000000.0
Hoya,Japan,5380000000.0,1260000000.0,7610000000.0
Arab National Bank,Saudi Arabia,2530000000.0,817700000.0,56580000000.0
Welltower,United States,6020000000.0,105000000.0,38490000000.0
Ferrari,Italy,5550000000.0,1030000000.0,8710000000.0
Jiangsu Yanghe Brewery,China,4019999999.0,1480000000.0,9760000000.0
Schindler Holding,Switzerland,11880000000.0,638700000.0,12760000000.0
Aisin Seiki,Japan,32490000000.0,278000000.0,31070000000.0
Top Frontier Investment Holdings,Philippines,27630000000.0,-269200000.0,45640000000.0
Arca Continental,Mexico,10800000000.0,820700000.0,13840000000.0
Beijing-Shanghai High-Speed Railway,China,3300000000.0,208500000.0,42350000000.0
Punjab National Bank,India,11740000000.0,231800000.0,172850000000.0
ZIM Integrated Shipping Services,Israel,12560000000.0,4620000000.0,11630000000.0
AutoNation,United States,26630000000.0,1300000000.0,10360000000.0
Dick's Sporting Goods,United States,12370000000.0,1040000000.0,9800000000.0
Nedbank,South Africa,7080000000.0,878200000.0,73640000000.0
Beijing Enterprises,Hong Kong,11790000000.0,967100000.0,28320000000.0
Yuanta Financial Holding,Taiwan,4030000000.0,719700000.0,98130000000.0
Aena,Spain,4720000000.0,1180000000.0,16910000000.0
Korean Air,South Korea,10910000000.0,1330000000.0,22930000000.0
Synopsys,United States,5170000000.0,942400000.0,9570000000.0
Telenor,Norway,10140000000.0,538800000.0,22350000000.0
Equity Residential,United States,2780000000.0,918200000.0,20100000000.0
CJ Corporation,South Korea,31670000000.0,156400000.0,38150000000.0
Toray Industries,Japan,18880000000.0,528299999.0,24740000000.0
Cosmo Energy Holdings,Japan,21200000000.0,920800000.0,17560000000.0
Hertz Global Holdings,United States,8920000000.0,1830000000.0,23750000000.0
T Rowe Price,United States,6160000000.0,1380000000.0,12160000000.0
Israel Discount Bank,Israel,3940000000.0,1040000000.0,106780000000.0
Seazen Group,China,17230000000.0,59700000.0,67080000000.0
Fortinet,United States,4720000000.0,966600000.0,6830000000.0
Towngas,Hong Kong,7780000000.0,670200000.0,21590000000.0
Terna,Italy,2930000000.0,904000000.0,24390000000.0
National Bank of Greece,Greece,2800000000.0,1180000000.0,83370000000.0
Finatis,France,35340000000.0,-280600000.0,35330000000.0
GAIL India,India,17770000000.0,1070000000.0,13050000000.0
Hyundai Steel,South Korea,20430000000.0,579800000.0,29100000000.0
Mitsubishi Motors,Japan,18460000000.0,1220000000.0,15590000000.0
Cellnex Telecom,Spain,3800000000.0,-306800000.0,47900000000.0
Westinghouse Air Brake Technologies,United States,8630000000.0,653000000.0,18670000000.0
Naver,South Korea,6360000000.0,588400000.0,26810000000.0
Alstom,France,17380000000.0,-614100000.0,30720000000.0
China Galaxy Securities,China,4240000000.0,1060000000.0,89940000000.0
Telecom Italia,Italy,16590000000.0,-3070000000.0,66200000000.0
Ganfeng Lithium,China,6080000000.0,3020000000.0,11390000000.0
Evergy,United States,5930000000.0,772800000.0,29690000000.0
Experian,Ireland,6470000000.0,937400000.0,10420000000.0
Kajima,Japan,17870000000.0,794700000.0,20950000000.0
LPL Financial Holdings,United States,8950000000.0,1050000000.0,9170000000.0
Kao,Japan,11790000000.0,654100000.0,13080000000.0
Copart,United States,3670000000.0,1080000000.0,5930000000.0
Vistra Energy,United States,17840000000.0,-1230000000.0,33820000000.0
Brookfield Business,United States,11300000000.0,908200000.0,27580000000.0
Yum China Holdings,China,9820000000.0,631000000.0,11960000000.0
Cadence Design,United States,3680000000.0,855400000.0,5170000000.0
Wuxi Apptec,China,5840000000.0,1310000000.0,9920000000.0
Hydro One,Canada,5980000000.0,806500000.0,23220000000.0
Sojitz,Japan,18300000000.0,820900000.0,19990000000.0
NRG Energy,United States,31110000000.0,-1850000000.0,29700000000.0
NARI Technology Development,China,6850000000.0,961600000.0,10760000000.0
China Steel,Taiwan,14000000000.0,206800000.0,22270000000.0
Hunan Valin Steel,China,24330000000.0,722800000.0,18780000000.0
Martin Marietta Materials,United States,6280000000.0,966800000.0,14890000000.0
Olympus,Japan,6860000000.0,1040000000.0,10550000000.0
East West Bancorp,United States,2980000000.0,1210000000.0,67250000000.0
SK Telecom,South Korea,13390000000.0,694700000.0,24760000000.0
Vienna Insurance Group,Austria,12730000000.0,481800000.0,50910000000.0
Grupo Carso,Mexico,10180000000.0,1030000000.0,13290000000.0
Coinbase,United States,2800000000.0,-2270000000.0,139300000000.0
Indorama Ventures,Thailand,18710000000.0,862700000.0,18010000000.0
Ferrovial,Spain,7940000000.0,195500000.0,28050000000.0
Foshan Haitian Flavouring and Food,China,3670000000.0,887400000.0,5030000000.0
American Equity Investment,United States,3770000000.0,1220000000.0,62260000000.0
VakifBank,Turkey,8490000000.0,607500000.0,77500000000.0
Hua Nan Financial,Taiwan,2690000000.0,580600000.0,118110000000.0
Metro,Canada,14760000000.0,672800000.0,10060000000.0
Tohoku Electric Power,Japan,22190000000.0,-941300000.0,39160000000.0
Digital Realty Trust,United States,4900000000.0,373300000.0,41950000000.0
Piraeus Financial Holdings,Greece,2680000000.0,998400000.0,80750000000.0
Swatch Group,Switzerland,7850000000.0,845000000.0,15020000000.0
Scor,France,16950000000.0,-316300000.0,53020000000.0
Banco de Sabadell,Spain,7870000000.0,499700000.0,269959999999.0
Faurecia,France,26760000000.0,-401300000.0,34380000000.0
Banco BPM,Italy,5360000000.0,741900000.0,202440000000.0
Amadeus IT Group,Spain,4710000000.0,1080000000.0,12650000000.0
Bank Of Guiyang,China,4510000000.0,893200000.0,96680000000.0
Expedia Group,United States,12080000000.0,329000000.0,24990000000.0
Dongguan Rural Commercial Bank,China,3760000000.0,888600000.0,94630000000.0
WESCO International,United States,22010000000.0,876300000.0,14970000000.0
Campbell Soup,United States,9180000000.0,813000000.0,11970000000.0
Wolters Kluwer,Netherlands,5730000000.0,1080000000.0,10150000000.0
Tourmaline Oil,Canada,5800000000.0,2370000000.0,13320000000.0
First Horizon,United States,3830000000.0,957000000.0,80730000000.0
Xiamen International Trade Group,China,78080000000.0,454400000.0,21130000000.0
Yuexiu Property,Hong Kong,10730000000.0,585100000.0,49830000000.0
Popular,United States,3340000000.0,1050000000.0,67680000000.0
Smurfit Kappa Group,Ireland,13460000000.0,989100000.0,13590000000.0
Chongqing Zhifei Biological Products,China,5890000000.0,1120000000.0,6290000000.0
Zions Bancorp,United States,3710000000.0,900000000.0,88570000000.0
Zhongyuan Bank,China,7220000000.0,545900000.0,190850000000.0
JM Smucker,United States,8330000000.0,710200000.0,16020000000.0
Pegatron,Taiwan,44200000000.0,506400000.0,20700000000.0
WEG,Brazil,5970000000.0,886500000.0,5700000000.0
Western Digital,United States,15750000000.0,-93000000.0,25050000000.0
Lumen Technologies,United States,17480000000.0,-1550000000.0,45580000000.0
Kuaishou Technology,China,13950000000.0,-2080000000.0,12850000000.0
Olam Group,Singapore,39810000000.0,456200000.0,24010000000.0
Keysight Technologies,United States,5550000000.0,1160000000.0,8449999999.0
Ford Otosan,Turkey,11800000000.0,1190000000.0,5980000000.0
BCI-Banco Credito,Chile,4470000000.0,893300000.0,85310000000.0
MSCI,United States,2280000000.0,880900000.0,5060000000.0
Quest Diagnostics,United States,9600000000.0,789000000.0,12790000000.0
HBIS,China,20930000000.0,195200000.0,37040000000.0
Molson Coors Brewing,United States,10830000000.0,-254300000.0,25850000000.0
AGCO,United States,13300000000.0,970400000.0,10810000000.0
Chailease Holding,Taiwan,2900000000.0,913100000.0,28540000000.0
Autodesk,United States,4950000000.0,823000000.0,9440000000.0
Qinghai Salt Lake Industry,China,3850000000.0,2080000000.0,6170000000.0
Western Alliance Bancorp.,United States,3330000000.0,959400000.0,71050000000.0
Atmos Energy,United States,4560000000.0,829200000.0,21310000000.0
Osaka Gas,Japan,16270000000.0,623800000.0,23540000000.0
Datang International Power,China,17160000000.0,-236900000.0,43890000000.0
PGE Polska Grupa Energetyczna,Poland,16730000000.0,753000000.0,19880000000.0
Guanghui Energy Co. Ltd.,China,10070000000.0,1770000000.0,9120000000.0
Kawasaki Kisen Kaisha,Japan,7070000000.0,6520000000.0,15840000000.0
Rexel,France,19660000000.0,969300000.0,13780000000.0
StoneX Group,United States,64480000000.0,212700000.0,21920000000.0
Avnet,United States,26360000000.0,862400000.0,12110000000.0
DSM,Netherlands,8820000000.0,1790000000.0,18570000000.0
Guangzhou Rural Commercial Bank,China,7090000000.0,528000000.0,177530000000.0
Investec,United Kingdom,4450000000.0,949800000.0,66470000000.0
Liberty Global,United Kingdom,7200000000.0,626800000.0,42900000000.0
Zimmer Biomet,United States,7110000000.0,449800000.0,21240000000.0
Webster Financial,United States,3090000000.0,876100000.0,74840000000.0
ResMed,United States,4019999999.0,863000000.0,6710000000.0
Partners Group Holding,Switzerland,2200000000.0,1050000000.0,4950000000.0
China Gas Holdings,Hong Kong,11790000000.0,871500000.0,19980000000.0
Owens Corning,United States,9750000000.0,1320000000.0,10840000000.0
Emera,Canada,5780000000.0,774300000.0,29330000000.0
Brighthouse Financial,United States,8470000000.0,5000000.0,227240000000.0
Bunzl,United Kingdom,14830000000.0,584400000.0,10640000000.0
Mashreq Bank,United Arab Emirates,3350000000.0,1010000000.0,54130000000.0
Cincinnati Financial,United States,7580000000.0,12000000.0,29720000000.0
Mettler-Toledo International,United States,3950000000.0,886900000.0,3410000000.0
Vivendi,France,10080000000.0,-1060000000.0,33380000000.0
WestRock,United States,21120000000.0,-1240000000.0,28210000000.0
XCMG Construction Machinery,China,11910000000.0,449100000.0,25500000000.0
Kyushu Electric Power,Japan,16390000000.0,-416400000.0,42100000000.0
Shanghai Electric Group,China,16469999999.0,-461900000.0,41780000000.0
Spotify Technology,Luxembourg,12600000000.0,-817000000.0,8180000000.0
Leidos,United States,14600000000.0,672000000.0,13130000000.0
Tianqi Lithium,China,5960000000.0,3560000000.0,10920000000.0
Kerry Group,Ireland,9220000000.0,637300000.0,13110000000.0
Evolution Gaming Group AB,Sweden,1630000000.0,934800000.0,5060000000.0
Petronas Chemicals,Malaysia,6580000000.0,1440000000.0,12960000000.0
China Jinmao,Hong Kong,12250000000.0,312400000.0,60690000000.0
American Financial Group,United States,7000000000.0,820000000.0,23620000000.0
Bank of Chongqing,China,4500000000.0,722900000.0,98520000000.0
Jefferies Financial,United States,8010000000.0,589800000.0,52030000000.0
Caesars Entertainment,United States,11360000000.0,-355000000.0,33350000000.0
